date,district,commodity,price_rp_kg,spike
2024-01-23,Sumatera Selatan,Bawang Putih Ukuran Sedang,37900.0,0
2024-01-30,Sumatera Selatan,Bawang Putih Ukuran Sedang,37000.0,0
2024-02-06,Sumatera Selatan,Bawang Putih Ukuran Sedang,36400.0,0
2024-02-13,Sumatera Selatan,Bawang Putih Ukuran Sedang,35750.0,0
2024-02-20,Sumatera Selatan,Bawang Putih Ukuran Sedang,37650.0,0
2024-02-27,Sumatera Selatan,Bawang Putih Ukuran Sedang,37000.0,0
2024-03-05,Sumatera Selatan,Bawang Putih Ukuran Sedang,37250.0,0
2024-03-12,Sumatera Selatan,Bawang Putih Ukuran Sedang,39750.0,1
2024-03-19,Sumatera Selatan,Bawang Putih Ukuran Sedang,42500.0,1
2024-03-26,Sumatera Selatan,Bawang Putih Ukuran Sedang,41250.0,1
2024-04-02,Sumatera Selatan,Bawang Putih Ukuran Sedang,45400.0,1
2024-04-09,Sumatera Selatan,Bawang Putih Ukuran Sedang,45400.0,0
2024-04-16,Sumatera Selatan,Bawang Putih Ukuran Sedang,48150.0,1
2024-04-23,Sumatera Selatan,Bawang Putih Ukuran Sedang,43750.0,0
2024-04-30,Sumatera Selatan,Bawang Putih Ukuran Sedang,43150.0,0
2024-05-07,Sumatera Selatan,Bawang Putih Ukuran Sedang,43150.0,0
2024-05-14,Sumatera Selatan,Bawang Putih Ukuran Sedang,42900.0,0
2024-05-21,Sumatera Selatan,Bawang Putih Ukuran Sedang,44400.0,0
2024-05-28,Sumatera Selatan,Bawang Putih Ukuran Sedang,42900.0,0
2024-06-04,Sumatera Selatan,Bawang Putih Ukuran Sedang,41250.0,0
2024-06-11,Sumatera Selatan,Bawang Putih Ukuran Sedang,41400.0,0
2024-06-18,Sumatera Selatan,Bawang Putih Ukuran Sedang,42500.0,0
2024-06-25,Sumatera Selatan,Bawang Putih Ukuran Sedang,39750.0,0
2024-07-02,Sumatera Selatan,Bawang Putih Ukuran Sedang,39650.0,0
2024-07-09,Sumatera Selatan,Bawang Putih Ukuran Sedang,39000.0,0
2024-07-16,Sumatera Selatan,Bawang Putih Ukuran Sedang,37650.0,0
2024-07-23,Sumatera Selatan,Bawang Putih Ukuran Sedang,39650.0,0
2024-07-30,Sumatera Selatan,Bawang Putih Ukuran Sedang,39250.0,0
2024-08-06,Sumatera Selatan,Bawang Putih Ukuran Sedang,38650.0,0
2024-08-13,Sumatera Selatan,Bawang Putih Ukuran Sedang,39250.0,0
2024-08-20,Sumatera Selatan,Bawang Putih Ukuran Sedang,39750.0,0
2024-08-27,Sumatera Selatan,Bawang Putih Ukuran Sedang,39750.0,0
2024-09-03,Sumatera Selatan,Bawang Putih Ukuran Sedang,38500.0,0
2024-09-10,Sumatera Selatan,Bawang Putih Ukuran Sedang,38500.0,0
2024-09-17,Sumatera Selatan,Bawang Putih Ukuran Sedang,39150.0,0
2024-09-24,Sumatera Selatan,Bawang Putih Ukuran Sedang,38500.0,0
2024-10-01,Sumatera Selatan,Bawang Putih Ukuran Sedang,39150.0,0
2024-10-08,Sumatera Selatan,Bawang Putih Ukuran Sedang,39150.0,0
2024-10-15,Sumatera Selatan,Bawang Putih Ukuran Sedang,39650.0,0
2024-10-22,Sumatera Selatan,Bawang Putih Ukuran Sedang,39650.0,0
2024-10-29,Sumatera Selatan,Bawang Putih Ukuran Sedang,39650.0,0
2024-11-05,Sumatera Selatan,Bawang Putih Ukuran Sedang,41500.0,1
2024-11-12,Sumatera Selatan,Bawang Putih Ukuran Sedang,42150.0,1
2024-11-19,Sumatera Selatan,Bawang Putih Ukuran Sedang,42150.0,1
2024-11-26,Sumatera Selatan,Bawang Putih Ukuran Sedang,40250.0,0
2024-12-03,Sumatera Selatan,Bawang Putih Ukuran Sedang,41500.0,0
2024-12-10,Sumatera Selatan,Bawang Putih Ukuran Sedang,41500.0,0
2024-12-17,Sumatera Selatan,Bawang Putih Ukuran Sedang,41650.0,0
2024-12-24,Sumatera Selatan,Bawang Putih Ukuran Sedang,42150.0,0
2024-12-31,Sumatera Selatan,Bawang Putih Ukuran Sedang,43150.0,1
2025-01-07,Sumatera Selatan,Bawang Putih Ukuran Sedang,42500.0,0
2025-01-14,Sumatera Selatan,Bawang Putih Ukuran Sedang,42500.0,0
2025-01-21,Sumatera Selatan,Bawang Putih Ukuran Sedang,42250.0,0
2025-01-28,Sumatera Selatan,Bawang Putih Ukuran Sedang,42250.0,0
2025-02-04,Sumatera Selatan,Bawang Putih Ukuran Sedang,41900.0,0
2025-02-11,Sumatera Selatan,Bawang Putih Ukuran Sedang,42500.0,0
2025-02-18,Sumatera Selatan,Bawang Putih Ukuran Sedang,42500.0,0
2025-02-25,Sumatera Selatan,Bawang Putih Ukuran Sedang,43500.0,1
2025-03-04,Sumatera Selatan,Bawang Putih Ukuran Sedang,44900.0,1
2025-03-11,Sumatera Selatan,Bawang Putih Ukuran Sedang,46150.0,1
2025-03-18,Sumatera Selatan,Bawang Putih Ukuran Sedang,48650.0,1
2025-03-25,Sumatera Selatan,Bawang Putih Ukuran Sedang,49250.0,1
2025-04-01,Sumatera Selatan,Bawang Putih Ukuran Sedang,49250.0,0
2025-04-08,Sumatera Selatan,Bawang Putih Ukuran Sedang,48000.0,0
2025-04-15,Sumatera Selatan,Bawang Putih Ukuran Sedang,46750.0,0
2025-04-22,Sumatera Selatan,Bawang Putih Ukuran Sedang,46250.0,0
2025-04-29,Sumatera Selatan,Bawang Putih Ukuran Sedang,45400.0,0
2025-05-06,Sumatera Selatan,Bawang Putih Ukuran Sedang,43150.0,0
2025-05-13,Sumatera Selatan,Bawang Putih Ukuran Sedang,42250.0,0
2025-05-20,Sumatera Selatan,Bawang Putih Ukuran Sedang,41250.0,0
2025-05-27,Sumatera Selatan,Bawang Putih Ukuran Sedang,43250.0,0
2025-06-03,Sumatera Selatan,Bawang Putih Ukuran Sedang,42000.0,0
2025-06-10,Sumatera Selatan,Bawang Putih Ukuran Sedang,42000.0,0
2025-06-17,Sumatera Selatan,Bawang Putih Ukuran Sedang,42500.0,0
2025-06-24,Sumatera Selatan,Bawang Putih Ukuran Sedang,42250.0,0
2025-07-01,Sumatera Selatan,Bawang Putih Ukuran Sedang,41000.0,0
2025-07-08,Sumatera Selatan,Bawang Putih Ukuran Sedang,39500.0,0
2025-07-15,Sumatera Selatan,Bawang Putih Ukuran Sedang,37250.0,0
2025-07-22,Sumatera Selatan,Bawang Putih Ukuran Sedang,39000.0,0
2025-07-29,Sumatera Selatan,Bawang Putih Ukuran Sedang,38750.0,0
2025-08-05,Sumatera Selatan,Bawang Putih Ukuran Sedang,40650.0,0
2025-08-12,Sumatera Selatan,Bawang Putih Ukuran Sedang,39150.0,0
2025-08-19,Sumatera Selatan,Bawang Putih Ukuran Sedang,38650.0,0
2025-08-26,Sumatera Selatan,Bawang Putih Ukuran Sedang,37900.0,0
2025-09-02,Sumatera Selatan,Bawang Putih Ukuran Sedang,36000.0,0
2025-09-09,Sumatera Selatan,Bawang Putih Ukuran Sedang,37750.0,0
2025-09-16,Sumatera Selatan,Bawang Putih Ukuran Sedang,37750.0,0
2025-09-23,Sumatera Selatan,Bawang Putih Ukuran Sedang,34250.0,0
2025-09-30,Sumatera Selatan,Bawang Putih Ukuran Sedang,36500.0,0
2025-10-07,Sumatera Selatan,Bawang Putih Ukuran Sedang,36000.0,0
2025-10-14,Sumatera Selatan,Bawang Putih Ukuran Sedang,36500.0,0
2025-10-21,Sumatera Selatan,Bawang Putih Ukuran Sedang,36500.0,0
2025-10-28,Sumatera Selatan,Bawang Putih Ukuran Sedang,36000.0,0
2025-11-04,Sumatera Selatan,Bawang Putih Ukuran Sedang,36000.0,0
2025-11-11,Sumatera Selatan,Bawang Putih Ukuran Sedang,36000.0,0
2025-11-18,Sumatera Selatan,Bawang Putih Ukuran Sedang,36000.0,0
2025-11-25,Sumatera Selatan,Bawang Putih Ukuran Sedang,36250.0,0
2025-12-02,Sumatera Selatan,Bawang Putih Ukuran Sedang,40250.0,1
2025-12-09,Sumatera Selatan,Bawang Putih Ukuran Sedang,41250.0,1
2025-12-16,Sumatera Selatan,Bawang Putih Ukuran Sedang,40750.0,1
2025-12-23,Sumatera Selatan,Bawang Putih Ukuran Sedang,40250.0,0
2025-12-30,Sumatera Selatan,Bawang Putih Ukuran Sedang,39750.0,0
2022-12-27,Sumatera Selatan,Cabai Merah Besar + Keriting,48950.0,0
2023-01-03,Sumatera Selatan,Cabai Merah Besar + Keriting,52050.0,0
2023-01-10,Sumatera Selatan,Cabai Merah Besar + Keriting,53250.0,0
2023-01-17,Sumatera Selatan,Cabai Merah Besar + Keriting,51050.0,0
2023-01-24,Sumatera Selatan,Cabai Merah Besar + Keriting,50850.0,0
2023-01-31,Sumatera Selatan,Cabai Merah Besar + Keriting,52750.0,0
2023-02-07,Sumatera Selatan,Cabai Merah Besar + Keriting,52750.0,0
2023-02-14,Sumatera Selatan,Cabai Merah Besar + Keriting,49750.0,0
2023-02-21,Sumatera Selatan,Cabai Merah Besar + Keriting,53600.0,0
2023-02-28,Sumatera Selatan,Cabai Merah Besar + Keriting,52450.0,0
2023-03-07,Sumatera Selatan,Cabai Merah Besar + Keriting,51700.0,0
2023-03-14,Sumatera Selatan,Cabai Merah Besar + Keriting,51350.0,0
2023-03-21,Sumatera Selatan,Cabai Merah Besar + Keriting,48750.0,0
2023-03-28,Sumatera Selatan,Cabai Merah Besar + Keriting,43600.0,0
2023-04-04,Sumatera Selatan,Cabai Merah Besar + Keriting,42600.0,0
2023-04-11,Sumatera Selatan,Cabai Merah Besar + Keriting,39950.0,0
2023-04-18,Sumatera Selatan,Cabai Merah Besar + Keriting,47200.0,0
2023-04-25,Sumatera Selatan,Cabai Merah Besar + Keriting,40950.0,0
2023-05-02,Sumatera Selatan,Cabai Merah Besar + Keriting,39850.0,0
2023-05-09,Sumatera Selatan,Cabai Merah Besar + Keriting,38600.0,0
2023-05-16,Sumatera Selatan,Cabai Merah Besar + Keriting,38350.0,0
2023-05-23,Sumatera Selatan,Cabai Merah Besar + Keriting,38950.0,0
2023-05-30,Sumatera Selatan,Cabai Merah Besar + Keriting,37525.0,0
2023-06-06,Sumatera Selatan,Cabai Merah Besar + Keriting,38700.0,0
2023-06-13,Sumatera Selatan,Cabai Merah Besar + Keriting,39850.0,0
2023-06-20,Sumatera Selatan,Cabai Merah Besar + Keriting,40950.0,1
2023-06-27,Sumatera Selatan,Cabai Merah Besar + Keriting,45200.0,1
2023-07-04,Sumatera Selatan,Cabai Merah Besar + Keriting,44600.0,1
2023-07-11,Sumatera Selatan,Cabai Merah Besar + Keriting,44850.0,0
2023-07-18,Sumatera Selatan,Cabai Merah Besar + Keriting,44225.0,0
2023-07-25,Sumatera Selatan,Cabai Merah Besar + Keriting,41950.0,0
2023-08-01,Sumatera Selatan,Cabai Merah Besar + Keriting,41600.0,0
2023-08-08,Sumatera Selatan,Cabai Merah Besar + Keriting,43350.0,0
2023-08-15,Sumatera Selatan,Cabai Merah Besar + Keriting,44100.0,0
2023-08-22,Sumatera Selatan,Cabai Merah Besar + Keriting,51100.0,1
2023-08-29,Sumatera Selatan,Cabai Merah Besar + Keriting,50100.0,1
2023-09-05,Sumatera Selatan,Cabai Merah Besar + Keriting,47200.0,0
2023-09-12,Sumatera Selatan,Cabai Merah Besar + Keriting,44200.0,0
2023-09-19,Sumatera Selatan,Cabai Merah Besar + Keriting,43100.0,0
2023-09-26,Sumatera Selatan,Cabai Merah Besar + Keriting,47525.0,0
2023-10-03,Sumatera Selatan,Cabai Merah Besar + Keriting,47450.0,0
2023-10-10,Sumatera Selatan,Cabai Merah Besar + Keriting,45950.0,0
2023-10-17,Sumatera Selatan,Cabai Merah Besar + Keriting,45100.0,0
2023-10-24,Sumatera Selatan,Cabai Merah Besar + Keriting,56450.0,1
2023-10-31,Sumatera Selatan,Cabai Merah Besar + Keriting,62850.0,1
2023-11-07,Sumatera Selatan,Cabai Merah Besar + Keriting,73000.0,1
2023-11-14,Sumatera Selatan,Cabai Merah Besar + Keriting,77850.0,1
2023-11-21,Sumatera Selatan,Cabai Merah Besar + Keriting,80500.0,0
2023-11-28,Sumatera Selatan,Cabai Merah Besar + Keriting,81850.0,0
2023-12-05,Sumatera Selatan,Cabai Merah Besar + Keriting,88350.0,0
2023-12-12,Sumatera Selatan,Cabai Merah Besar + Keriting,76950.0,0
2023-12-19,Sumatera Selatan,Cabai Merah Besar + Keriting,70650.0,0
2023-12-26,Sumatera Selatan,Cabai Merah Besar + Keriting,60350.0,0
2024-01-02,Sumatera Selatan,Cabai Merah Besar + Keriting,60850.0,0
2024-01-09,Sumatera Selatan,Cabai Merah Besar + Keriting,54900.0,0
2024-01-16,Sumatera Selatan,Cabai Merah Besar + Keriting,52400.0,0
2024-01-23,Sumatera Selatan,Cabai Merah Besar + Keriting,50500.0,0
2024-01-30,Sumatera Selatan,Cabai Merah Besar + Keriting,50000.0,0
2024-02-06,Sumatera Selatan,Cabai Merah Besar + Keriting,73650.0,1
2024-02-13,Sumatera Selatan,Cabai Merah Besar + Keriting,79250.0,1
2024-02-20,Sumatera Selatan,Cabai Merah Besar + Keriting,91350.0,1
2024-02-27,Sumatera Selatan,Cabai Merah Besar + Keriting,88150.0,0
2024-03-05,Sumatera Selatan,Cabai Merah Besar + Keriting,84850.0,0
2024-03-12,Sumatera Selatan,Cabai Merah Besar + Keriting,81900.0,0
2024-03-19,Sumatera Selatan,Cabai Merah Besar + Keriting,52900.0,0
2024-03-26,Sumatera Selatan,Cabai Merah Besar + Keriting,45900.0,0
2024-04-02,Sumatera Selatan,Cabai Merah Besar + Keriting,55150.0,0
2024-04-09,Sumatera Selatan,Cabai Merah Besar + Keriting,59150.0,0
2024-04-16,Sumatera Selatan,Cabai Merah Besar + Keriting,54250.0,0
2024-04-23,Sumatera Selatan,Cabai Merah Besar + Keriting,49250.0,0
2024-04-30,Sumatera Selatan,Cabai Merah Besar + Keriting,54500.0,0
2024-05-07,Sumatera Selatan,Cabai Merah Besar + Keriting,52250.0,0
2024-05-14,Sumatera Selatan,Cabai Merah Besar + Keriting,56000.0,0
2024-05-21,Sumatera Selatan,Cabai Merah Besar + Keriting,55000.0,0
2024-05-28,Sumatera Selatan,Cabai Merah Besar + Keriting,55750.0,0
2024-06-04,Sumatera Selatan,Cabai Merah Besar + Keriting,62250.0,1
2024-06-11,Sumatera Selatan,Cabai Merah Besar + Keriting,69650.0,1
2024-06-18,Sumatera Selatan,Cabai Merah Besar + Keriting,75650.0,1
2024-06-25,Sumatera Selatan,Cabai Merah Besar + Keriting,57750.0,0
2024-07-02,Sumatera Selatan,Cabai Merah Besar + Keriting,58900.0,0
2024-07-09,Sumatera Selatan,Cabai Merah Besar + Keriting,61500.0,0
2024-07-16,Sumatera Selatan,Cabai Merah Besar + Keriting,58400.0,0
2024-07-23,Sumatera Selatan,Cabai Merah Besar + Keriting,60650.0,0
2024-07-30,Sumatera Selatan,Cabai Merah Besar + Keriting,58900.0,0
2024-08-06,Sumatera Selatan,Cabai Merah Besar + Keriting,59900.0,0
2024-08-13,Sumatera Selatan,Cabai Merah Besar + Keriting,51650.0,0
2024-08-20,Sumatera Selatan,Cabai Merah Besar + Keriting,47400.0,0
2024-08-27,Sumatera Selatan,Cabai Merah Besar + Keriting,42750.0,0
2024-09-03,Sumatera Selatan,Cabai Merah Besar + Keriting,40250.0,0
2024-09-10,Sumatera Selatan,Cabai Merah Besar + Keriting,35750.0,0
2024-09-17,Sumatera Selatan,Cabai Merah Besar + Keriting,36650.0,0
2024-09-24,Sumatera Selatan,Cabai Merah Besar + Keriting,34650.0,0
2024-10-01,Sumatera Selatan,Cabai Merah Besar + Keriting,35250.0,0
2024-10-08,Sumatera Selatan,Cabai Merah Besar + Keriting,31700.0,0
2024-10-15,Sumatera Selatan,Cabai Merah Besar + Keriting,31900.0,0
2024-10-22,Sumatera Selatan,Cabai Merah Besar + Keriting,30900.0,0
2024-10-29,Sumatera Selatan,Cabai Merah Besar + Keriting,31100.0,0
2024-11-05,Sumatera Selatan,Cabai Merah Besar + Keriting,30200.0,0
2024-11-12,Sumatera Selatan,Cabai Merah Besar + Keriting,30600.0,0
2024-11-19,Sumatera Selatan,Cabai Merah Besar + Keriting,30000.0,0
2024-11-26,Sumatera Selatan,Cabai Merah Besar + Keriting,30600.0,0
2024-12-03,Sumatera Selatan,Cabai Merah Besar + Keriting,32750.0,1
2024-12-10,Sumatera Selatan,Cabai Merah Besar + Keriting,32750.0,1
2024-12-17,Sumatera Selatan,Cabai Merah Besar + Keriting,39400.0,1
2024-12-24,Sumatera Selatan,Cabai Merah Besar + Keriting,45025.0,1
2024-12-31,Sumatera Selatan,Cabai Merah Besar + Keriting,58000.0,1
2025-01-07,Sumatera Selatan,Cabai Merah Besar + Keriting,55750.0,1
2025-01-14,Sumatera Selatan,Cabai Merah Besar + Keriting,63250.0,1
2025-01-21,Sumatera Selatan,Cabai Merah Besar + Keriting,60750.0,0
2025-01-28,Sumatera Selatan,Cabai Merah Besar + Keriting,71250.0,0
2025-02-04,Sumatera Selatan,Cabai Merah Besar + Keriting,69900.0,0
2025-02-11,Sumatera Selatan,Cabai Merah Besar + Keriting,64750.0,0
2025-02-18,Sumatera Selatan,Cabai Merah Besar + Keriting,56650.0,0
2025-02-25,Sumatera Selatan,Cabai Merah Besar + Keriting,62000.0,0
2025-03-04,Sumatera Selatan,Cabai Merah Besar + Keriting,68900.0,0
2025-03-11,Sumatera Selatan,Cabai Merah Besar + Keriting,58900.0,0
2025-03-18,Sumatera Selatan,Cabai Merah Besar + Keriting,58400.0,0
2025-03-25,Sumatera Selatan,Cabai Merah Besar + Keriting,62500.0,0
2025-04-01,Sumatera Selatan,Cabai Merah Besar + Keriting,62500.0,0
2025-04-08,Sumatera Selatan,Cabai Merah Besar + Keriting,64450.0,0
2025-04-15,Sumatera Selatan,Cabai Merah Besar + Keriting,63150.0,0
2025-04-22,Sumatera Selatan,Cabai Merah Besar + Keriting,55600.0,0
2025-04-29,Sumatera Selatan,Cabai Merah Besar + Keriting,50100.0,0
2025-05-06,Sumatera Selatan,Cabai Merah Besar + Keriting,48850.0,0
2025-05-13,Sumatera Selatan,Cabai Merah Besar + Keriting,48000.0,0
2025-05-20,Sumatera Selatan,Cabai Merah Besar + Keriting,39200.0,0
2025-05-27,Sumatera Selatan,Cabai Merah Besar + Keriting,41750.0,0
2025-06-03,Sumatera Selatan,Cabai Merah Besar + Keriting,42600.0,0
2025-06-10,Sumatera Selatan,Cabai Merah Besar + Keriting,42650.0,0
2025-06-17,Sumatera Selatan,Cabai Merah Besar + Keriting,38650.0,0
2025-06-24,Sumatera Selatan,Cabai Merah Besar + Keriting,41000.0,0
2025-07-01,Sumatera Selatan,Cabai Merah Besar + Keriting,44100.0,0
2025-07-08,Sumatera Selatan,Cabai Merah Besar + Keriting,43350.0,0
2025-07-15,Sumatera Selatan,Cabai Merah Besar + Keriting,42400.0,0
2025-07-22,Sumatera Selatan,Cabai Merah Besar + Keriting,43750.0,0
2025-07-29,Sumatera Selatan,Cabai Merah Besar + Keriting,42400.0,0
2025-08-05,Sumatera Selatan,Cabai Merah Besar + Keriting,44400.0,0
2025-08-12,Sumatera Selatan,Cabai Merah Besar + Keriting,42500.0,0
2025-08-19,Sumatera Selatan,Cabai Merah Besar + Keriting,39700.0,0
2025-08-26,Sumatera Selatan,Cabai Merah Besar + Keriting,39600.0,0
2025-09-02,Sumatera Selatan,Cabai Merah Besar + Keriting,48750.0,1
2025-09-09,Sumatera Selatan,Cabai Merah Besar + Keriting,53450.0,1
2025-09-16,Sumatera Selatan,Cabai Merah Besar + Keriting,66900.0,1
2025-09-23,Sumatera Selatan,Cabai Merah Besar + Keriting,67000.0,1
2025-09-30,Sumatera Selatan,Cabai Merah Besar + Keriting,63000.0,0
2025-10-07,Sumatera Selatan,Cabai Merah Besar + Keriting,60850.0,0
2025-10-14,Sumatera Selatan,Cabai Merah Besar + Keriting,57450.0,0
2025-10-21,Sumatera Selatan,Cabai Merah Besar + Keriting,58850.0,0
2025-10-28,Sumatera Selatan,Cabai Merah Besar + Keriting,61700.0,0
2025-11-04,Sumatera Selatan,Cabai Merah Besar + Keriting,60600.0,0
2025-11-11,Sumatera Selatan,Cabai Merah Besar + Keriting,60600.0,0
2025-11-18,Sumatera Selatan,Cabai Merah Besar + Keriting,63750.0,0
2025-11-25,Sumatera Selatan,Cabai Merah Besar + Keriting,65250.0,1
2025-12-02,Sumatera Selatan,Cabai Merah Besar + Keriting,75650.0,1
2025-12-09,Sumatera Selatan,Cabai Merah Besar + Keriting,80000.0,1
2025-12-16,Sumatera Selatan,Cabai Merah Besar + Keriting,78750.0,1
2025-12-23,Sumatera Selatan,Cabai Merah Besar + Keriting,64650.0,0
2025-12-30,Sumatera Selatan,Cabai Merah Besar + Keriting,56800.0,0
2022-12-27,Sumatera Selatan,Cabai Rawit Merah + Hijau,69400.0,0
2023-01-03,Sumatera Selatan,Cabai Rawit Merah + Hijau,68450.0,0
2023-01-10,Sumatera Selatan,Cabai Rawit Merah + Hijau,64050.0,0
2023-01-17,Sumatera Selatan,Cabai Rawit Merah + Hijau,57200.0,0
2023-01-24,Sumatera Selatan,Cabai Rawit Merah + Hijau,57500.0,0
2023-01-31,Sumatera Selatan,Cabai Rawit Merah + Hijau,54950.0,0
2023-02-07,Sumatera Selatan,Cabai Rawit Merah + Hijau,57200.0,0
2023-02-14,Sumatera Selatan,Cabai Rawit Merah + Hijau,56800.0,0
2023-02-21,Sumatera Selatan,Cabai Rawit Merah + Hijau,57400.0,0
2023-02-28,Sumatera Selatan,Cabai Rawit Merah + Hijau,56800.0,0
2023-03-07,Sumatera Selatan,Cabai Rawit Merah + Hijau,56500.0,0
2023-03-14,Sumatera Selatan,Cabai Rawit Merah + Hijau,57400.0,0
2023-03-21,Sumatera Selatan,Cabai Rawit Merah + Hijau,58350.0,0
2023-03-28,Sumatera Selatan,Cabai Rawit Merah + Hijau,54000.0,0
2023-04-04,Sumatera Selatan,Cabai Rawit Merah + Hijau,47450.0,0
2023-04-11,Sumatera Selatan,Cabai Rawit Merah + Hijau,42750.0,0
2023-04-18,Sumatera Selatan,Cabai Rawit Merah + Hijau,47100.0,0
2023-04-25,Sumatera Selatan,Cabai Rawit Merah + Hijau,44000.0,0
2023-05-02,Sumatera Selatan,Cabai Rawit Merah + Hijau,39500.0,0
2023-05-09,Sumatera Selatan,Cabai Rawit Merah + Hijau,38450.0,0
2023-05-16,Sumatera Selatan,Cabai Rawit Merah + Hijau,37225.0,0
2023-05-23,Sumatera Selatan,Cabai Rawit Merah + Hijau,39500.0,0
2023-05-30,Sumatera Selatan,Cabai Rawit Merah + Hijau,39800.0,0
2023-06-06,Sumatera Selatan,Cabai Rawit Merah + Hijau,44050.0,0
2023-06-13,Sumatera Selatan,Cabai Rawit Merah + Hijau,44200.0,1
2023-06-20,Sumatera Selatan,Cabai Rawit Merah + Hijau,42450.0,0
2023-06-27,Sumatera Selatan,Cabai Rawit Merah + Hijau,45075.0,0
2023-07-04,Sumatera Selatan,Cabai Rawit Merah + Hijau,43600.0,0
2023-07-11,Sumatera Selatan,Cabai Rawit Merah + Hijau,42350.0,0
2023-07-18,Sumatera Selatan,Cabai Rawit Merah + Hijau,42175.0,0
2023-07-25,Sumatera Selatan,Cabai Rawit Merah + Hijau,44100.0,0
2023-08-01,Sumatera Selatan,Cabai Rawit Merah + Hijau,43700.0,0
2023-08-08,Sumatera Selatan,Cabai Rawit Merah + Hijau,44000.0,0
2023-08-15,Sumatera Selatan,Cabai Rawit Merah + Hijau,44700.0,0
2023-08-22,Sumatera Selatan,Cabai Rawit Merah + Hijau,45550.0,1
2023-08-29,Sumatera Selatan,Cabai Rawit Merah + Hijau,41800.0,0
2023-09-05,Sumatera Selatan,Cabai Rawit Merah + Hijau,41250.0,0
2023-09-12,Sumatera Selatan,Cabai Rawit Merah + Hijau,40250.0,0
2023-09-19,Sumatera Selatan,Cabai Rawit Merah + Hijau,40150.0,0
2023-09-26,Sumatera Selatan,Cabai Rawit Merah + Hijau,39100.0,0
2023-10-03,Sumatera Selatan,Cabai Rawit Merah + Hijau,41400.0,0
2023-10-10,Sumatera Selatan,Cabai Rawit Merah + Hijau,44500.0,0
2023-10-17,Sumatera Selatan,Cabai Rawit Merah + Hijau,45450.0,1
2023-10-24,Sumatera Selatan,Cabai Rawit Merah + Hijau,51700.0,1
2023-10-31,Sumatera Selatan,Cabai Rawit Merah + Hijau,64500.0,1
2023-11-07,Sumatera Selatan,Cabai Rawit Merah + Hijau,70450.0,1
2023-11-14,Sumatera Selatan,Cabai Rawit Merah + Hijau,70750.0,1
2023-11-21,Sumatera Selatan,Cabai Rawit Merah + Hijau,75750.0,0
2023-11-28,Sumatera Selatan,Cabai Rawit Merah + Hijau,76400.0,0
2023-12-05,Sumatera Selatan,Cabai Rawit Merah + Hijau,81400.0,0
2023-12-12,Sumatera Selatan,Cabai Rawit Merah + Hijau,71100.0,0
2023-12-19,Sumatera Selatan,Cabai Rawit Merah + Hijau,66700.0,0
2023-12-26,Sumatera Selatan,Cabai Rawit Merah + Hijau,57350.0,0
2024-01-02,Sumatera Selatan,Cabai Rawit Merah + Hijau,60000.0,0
2024-01-09,Sumatera Selatan,Cabai Rawit Merah + Hijau,50650.0,0
2024-01-16,Sumatera Selatan,Cabai Rawit Merah + Hijau,45950.0,0
2024-01-23,Sumatera Selatan,Cabai Rawit Merah + Hijau,46900.0,0
2024-01-30,Sumatera Selatan,Cabai Rawit Merah + Hijau,48150.0,0
2024-02-06,Sumatera Selatan,Cabai Rawit Merah + Hijau,65350.0,0
2024-02-13,Sumatera Selatan,Cabai Rawit Merah + Hijau,67500.0,1
2024-02-20,Sumatera Selatan,Cabai Rawit Merah + Hijau,86900.0,1
2024-02-27,Sumatera Selatan,Cabai Rawit Merah + Hijau,88150.0,1
2024-03-05,Sumatera Selatan,Cabai Rawit Merah + Hijau,86250.0,0
2024-03-12,Sumatera Selatan,Cabai Rawit Merah + Hijau,90650.0,0
2024-03-19,Sumatera Selatan,Cabai Rawit Merah + Hijau,74400.0,0
2024-03-26,Sumatera Selatan,Cabai Rawit Merah + Hijau,63750.0,0
2024-04-02,Sumatera Selatan,Cabai Rawit Merah + Hijau,65650.0,0
2024-04-09,Sumatera Selatan,Cabai Rawit Merah + Hijau,74100.0,0
2024-04-16,Sumatera Selatan,Cabai Rawit Merah + Hijau,70650.0,0
2024-04-23,Sumatera Selatan,Cabai Rawit Merah + Hijau,56250.0,0
2024-04-30,Sumatera Selatan,Cabai Rawit Merah + Hijau,65650.0,0
2024-05-07,Sumatera Selatan,Cabai Rawit Merah + Hijau,64100.0,0
2024-05-14,Sumatera Selatan,Cabai Rawit Merah + Hijau,56250.0,0
2024-05-21,Sumatera Selatan,Cabai Rawit Merah + Hijau,54400.0,0
2024-05-28,Sumatera Selatan,Cabai Rawit Merah + Hijau,52200.0,0
2024-06-04,Sumatera Selatan,Cabai Rawit Merah + Hijau,51900.0,0
2024-06-11,Sumatera Selatan,Cabai Rawit Merah + Hijau,59700.0,0
2024-06-18,Sumatera Selatan,Cabai Rawit Merah + Hijau,68750.0,1
2024-06-25,Sumatera Selatan,Cabai Rawit Merah + Hijau,56950.0,0
2024-07-02,Sumatera Selatan,Cabai Rawit Merah + Hijau,59400.0,0
2024-07-09,Sumatera Selatan,Cabai Rawit Merah + Hijau,69700.0,1
2024-07-16,Sumatera Selatan,Cabai Rawit Merah + Hijau,71600.0,1
2024-07-23,Sumatera Selatan,Cabai Rawit Merah + Hijau,76600.0,0
2024-07-30,Sumatera Selatan,Cabai Rawit Merah + Hijau,76600.0,0
